date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:15:59	166965/166965	---MCZ	200	added ('OK')	text/css	date:Wed,%2009%20Oct%202019%2012:37:01%20GMT	https://requid.com/wp-content/themes/thegem/css/custom-dEETWx51.css?ver=5.2.7	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/css/custom-dEETWx516e7a.css	(from https://requid.com/)
15:16:00	484857/484857	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Sep%202019%2007:52:24%20GMT	https://requid.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.5	C:/My%20Web%20Sites/requid/requid.com/wp-content/plugins/js_composer/assets/css/js_composer.min52c7.css	(from https://requid.com/)
15:16:00	7476/7476	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/css/thegem-additional-blog-1.css?ver=5.2.7	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/css/thegem-additional-blog-16e7a.css	(from https://requid.com/)
15:16:00	13706/13706	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/js/fancyBox/jquery.fancybox.min.css?ver=5.2.7	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/js/fancyBox/jquery.fancybox.min6e7a.css	(from https://requid.com/)
15:16:00	4142/4142	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/css/thegem-vc_elements.css?ver=5.2.7	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/css/thegem-vc_elements6e7a.css	(from https://requid.com/)
15:16:01	29295/29295	---MCZ	200	added ('OK')	text/css	date:Mon,%2022%20Apr%202019%2012:40:04%20GMT	https://requid.com/wp-includes/css/dist/block-library/style.min.css?ver=5.2.7	C:/My%20Web%20Sites/requid/requid.com/wp-includes/css/dist/block-library/style.min6e7a.css	(from https://requid.com/)
15:16:02	40049/40049	---MCZ	200	added ('OK')	text/css	date:Tue,%2003%20Sep%202019%2014:53:29%20GMT	https://requid.com/wp-content/plugins/contact-form-7-style/css/frontend.css?ver=3.1.8	C:/My%20Web%20Sites/requid/requid.com/wp-content/plugins/contact-form-7-style/css/frontend3a79.css	(from https://requid.com/)
15:16:02	8173/8173	---MCZ	200	added ('OK')	text/css	date:Tue,%2003%20Sep%202019%2014:53:29%20GMT	https://requid.com/wp-content/plugins/contact-form-7-style/css/responsive.css?ver=3.1.8	C:/My%20Web%20Sites/requid/requid.com/wp-content/plugins/contact-form-7-style/css/responsive3a79.css	(from https://requid.com/)
15:16:02	1685/1685	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Sep%202019%2010:38:42%20GMT	https://requid.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.1.4	C:/My%20Web%20Sites/requid/requid.com/wp-content/plugins/contact-form-7/includes/css/styles58e0.css	(from https://requid.com/)
15:16:02	2619/2619	---MCZ	200	added ('OK')	text/css	date:Tue,%2029%20Oct%202019%2017:49:51%20GMT	https://requid.com/wp-content/plugins/lbg_countdown_pro_addon_visual_composer/circular_countdown/circularCountdown.css?ver=5.2.7	C:/My%20Web%20Sites/requid/requid.com/wp-content/plugins/lbg_countdown_pro_addon_visual_composer/circular_countdown/circularCountdown6e7a.css	(from https://requid.com/)
15:16:02	56106/56106	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Sep%202019%2008:30:02%20GMT	https://requid.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.0	C:/My%20Web%20Sites/requid/requid.com/wp-content/plugins/revslider/public/assets/css/rs642c6.css	(from https://requid.com/)
15:16:03	845/845	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/css/thegem-js_composer_columns.css?ver=5.2.7	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/css/thegem-js_composer_columns6e7a.css	(from https://requid.com/)
15:16:04	2234/2234	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/js/thegem-settings-init.js?ver=5.2.7	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/js/thegem-settings-init6e7a.js	(from https://requid.com/)
15:16:04	4545/4545	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/js/thegem-fullwidth-loader.js?ver=5.2.7	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/js/thegem-fullwidth-loader6e7a.js	(from https://requid.com/)
15:16:05	96873/96873	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2017%20May%202019%2017:08:53%20GMT	https://requid.com/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/My%20Web%20Sites/requid/requid.com/wp-includes/js/jquery/jquery4a5f.js	(from https://requid.com/)
15:16:06	10056/10056	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2020%20May%202016%2006:11:28%20GMT	https://requid.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/My%20Web%20Sites/requid/requid.com/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://requid.com/)
15:16:06	23687/23687	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2029%20Oct%202019%2017:49:51%20GMT	https://requid.com/wp-content/plugins/lbg_countdown_pro_addon_visual_composer/circular_countdown/js/circularCountdown.js?ver=5.2.7	C:/My%20Web%20Sites/requid/requid.com/wp-content/plugins/lbg_countdown_pro_addon_visual_composer/circular_countdown/js/circularCountdown6e7a.js	(from https://requid.com/)
15:16:07	150436/150436	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Sep%202019%2008:30:02%20GMT	https://requid.com/wp-content/plugins/revslider/public/assets/js/revolution.tools.min.js?ver=6.0	C:/My%20Web%20Sites/requid/requid.com/wp-content/plugins/revslider/public/assets/js/revolution.tools.minf049.js	(from https://requid.com/)
15:16:07	266921/266921	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Sep%202019%2008:30:02%20GMT	https://requid.com/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.1.0	C:/My%20Web%20Sites/requid/requid.com/wp-content/plugins/revslider/public/assets/js/rs6.min42c6.js	(from https://requid.com/)
15:16:08	860/860	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Sep%202019%2010:38:52%20GMT	https://requid.com/wp-content/plugins/zilla-likes/scripts/zilla-likes.js?ver=5.2.7	C:/My%20Web%20Sites/requid/requid.com/wp-content/plugins/zilla-likes/scripts/zilla-likes6e7a.js	(from https://requid.com/)
15:16:09	774/774	---MCZ	200	added ('OK')	text/xml	date:Wed,%2024%20Jun%202020%2014:16:08%20GMT	https://requid.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/requid/requid.com/xmlrpc0db0.php	(from https://requid.com/)
15:16:09	1045/1045	---MCZ	200	added ('OK')	application/xml	date:Wed,%2011%20Dec%202013%2019:49:11%20GMT	https://requid.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/requid/requid.com/wp-includes/wlwmanifest.xml	(from https://requid.com/)
15:16:10	79990/79990	---MCZ	200	added ('OK')	application/json	date:Wed,%2024%20Jun%202020%2014:16:09%20GMT	https://requid.com/wp-json/	C:/My%20Web%20Sites/requid/requid.com/wp-json/index.html	(from https://requid.com/)
15:16:11	2321/2321	---MCZ	200	added ('OK')	application/json	date:Wed,%2024%20Jun%202020%2014:16:10%20GMT	https://requid.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frequid.com%2F	C:/My%20Web%20Sites/requid/requid.com/wp-json/oembed/1.0/embed48c6.json	(from https://requid.com/)
15:16:12	2458/2458	---MCZ	200	added ('OK')	text/xml	date:Wed,%2024%20Jun%202020%2014:16:11%20GMT	https://requid.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frequid.com%2F&format=xml	C:/My%20Web%20Sites/requid/requid.com/wp-json/oembed/1.0/embed081a	(from https://requid.com/)
15:16:13	136405/136405	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2024%20Jun%202020%2014:16:12%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/requid/connect.facebook.net/en_US/fbevents.js	(from https://requid.com/)
15:16:14	8397/8397	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202019%2014:13:18%20GMT	https://requid.com/wp-content/uploads/thegem-logos/logo_f58e79349c68b9872fba8e89c9890a94_1x.png	C:/My%20Web%20Sites/requid/requid.com/wp-content/uploads/thegem-logos/logo_f58e79349c68b9872fba8e89c9890a94_1x.png	(from https://requid.com/)
15:16:14	489225/489225	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202019%2014:10:49%20GMT	https://requid.com/wp-content/uploads/2019/09/reQuid-Logo.png	C:/My%20Web%20Sites/requid/requid.com/wp-content/uploads/2019/09/reQuid-Logo.png	(from https://requid.com/)
15:16:15	107923/107923	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Dec%202019%2014:26:04%20GMT	https://requid.com/wp-content/uploads/2019/12/requid-eko-landscape.png	C:/My%20Web%20Sites/requid/requid.com/wp-content/uploads/2019/12/requid-eko-landscape.png	(from https://requid.com/)
15:16:19	384438/384438	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Oct%202019%2022:15:16%20GMT	https://requid.com/wp-content/uploads/2019/10/requid-ban-invest.png	C:/My%20Web%20Sites/requid/requid.com/wp-content/uploads/2019/10/requid-ban-invest.png	(from https://requid.com/)
15:16:19	478332/478332	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Oct%202019%2009:23:57%20GMT	https://requid.com/wp-content/uploads/2019/10/requid-banner-sell.png	C:/My%20Web%20Sites/requid/requid.com/wp-content/uploads/2019/10/requid-banner-sell.png	(from https://requid.com/)
15:16:20	18037/18037	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Jan%202020%2007:04:43%20GMT	https://requid.com/wp-content/uploads/2020/01/teamapt-requid.png	C:/My%20Web%20Sites/requid/requid.com/wp-content/uploads/2020/01/teamapt-requid.png	(from https://requid.com/)
15:16:21	288817/288817	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Oct%202019%2012:14:21%20GMT	https://requid.com/wp-content/uploads/2019/10/requid-ban-5k.png	C:/My%20Web%20Sites/requid/requid.com/wp-content/uploads/2019/10/requid-ban-5k.png	(from https://requid.com/)
15:16:22	13794/13794	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Jan%202020%2007:06:47%20GMT	https://requid.com/wp-content/uploads/2020/01/paystack-requid.png	C:/My%20Web%20Sites/requid/requid.com/wp-content/uploads/2020/01/paystack-requid.png	(from https://requid.com/)
15:16:22	11328/11328	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Jan%202020%2007:07:17%20GMT	https://requid.com/wp-content/uploads/2020/01/united-capital-requid.png	C:/My%20Web%20Sites/requid/requid.com/wp-content/uploads/2020/01/united-capital-requid.png	(from https://requid.com/)
15:16:23	17097/17097	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Jan%202020%2007:07:48%20GMT	https://requid.com/wp-content/uploads/2020/01/zenith-nominees-requid.png	C:/My%20Web%20Sites/requid/requid.com/wp-content/uploads/2020/01/zenith-nominees-requid.png	(from https://requid.com/)
15:16:23	245087/245087	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Oct%202019%2011:29:15%20GMT	https://requid.com/wp-content/uploads/2019/10/Devices.png	C:/My%20Web%20Sites/requid/requid.com/wp-content/uploads/2019/10/Devices.png	(from https://requid.com/)
15:16:23	3953439/3953439	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Oct%202019%2012:24:13%20GMT	https://requid.com/wp-content/uploads/2019/10/requid-banner-market.png	C:/My%20Web%20Sites/requid/requid.com/wp-content/uploads/2019/10/requid-banner-market.png	(from https://requid.com/)
15:16:24	53987/53987	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Sep%202019%2007:52:24%20GMT	https://requid.com/wp-content/plugins/js_composer/assets/lib/bower/animate-css/animate.min.css?ver=6.0.5	C:/My%20Web%20Sites/requid/requid.com/wp-content/plugins/js_composer/assets/lib/bower/animate-css/animate.min52c7.css	(from https://requid.com/)
15:16:24	10089/10089	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/js/jquery.dlmenu.js?ver=5.2.7	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/js/jquery.dlmenu6e7a.js	(from https://requid.com/)
15:16:24	31867/31867	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/js/thegem-menu_init.js?ver=5.2.7	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/js/thegem-menu_init6e7a.js	(from https://requid.com/)
15:16:25	1160/1160	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/js/svg4everybody.js?ver=5.2.7	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/js/svg4everybody6e7a.js	(from https://requid.com/)
15:16:25	1787/1787	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/js/thegem-form-elements.js?ver=5.2.7	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/js/thegem-form-elements6e7a.js	(from https://requid.com/)
15:16:25	8301/8301	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/js/jquery.easing.js?ver=5.2.7	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/js/jquery.easing6e7a.js	(from https://requid.com/)
15:16:25	6414/6414	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/js/thegem-header.js?ver=5.2.7	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/js/thegem-header6e7a.js	(from https://requid.com/)
15:16:26	23315/23315	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/js/SmoothScroll.js?ver=5.2.7	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/js/SmoothScroll6e7a.js	(from https://requid.com/)
15:16:26	20807/20807	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/js/functions.js?ver=5.2.7	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/js/functions6e7a.js	(from https://requid.com/)
15:16:26	1396/1396	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/js/fancyBox/jquery.mousewheel.pack.js?ver=5.2.7	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/js/fancyBox/jquery.mousewheel.pack6e7a.js	(from https://requid.com/)
15:16:27	52302/52302	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/js/fancyBox/jquery.fancybox.min.js?ver=5.2.7	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/js/fancyBox/jquery.fancybox.min6e7a.js	(from https://requid.com/)
15:16:27	1591/1591	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/js/fancyBox/jquery.fancybox-init.js?ver=5.2.7	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/js/fancyBox/jquery.fancybox-init6e7a.js	(from https://requid.com/)
15:16:27	1632/1632	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2003%20Sep%202019%2014:53:29%20GMT	https://requid.com/wp-content/plugins/contact-form-7-style/js/frontend-min.js?ver=3.1.8	C:/My%20Web%20Sites/requid/requid.com/wp-content/plugins/contact-form-7-style/js/frontend-min3a79.js	(from https://requid.com/)
15:16:28	14440/14440	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Sep%202019%2010:38:42%20GMT	https://requid.com/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.1.4	C:/My%20Web%20Sites/requid/requid.com/wp-content/plugins/contact-form-7/includes/js/scripts58e0.js	(from https://requid.com/)
15:16:28	1403/1403	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2030%20Aug%202018%2012:40:26%20GMT	https://requid.com/wp-includes/js/wp-embed.min.js?ver=5.2.7	C:/My%20Web%20Sites/requid/requid.com/wp-includes/js/wp-embed.min6e7a.js	(from https://requid.com/)
15:16:28	20601/20601	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Sep%202019%2007:52:24%20GMT	https://requid.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=6.0.5	C:/My%20Web%20Sites/requid/requid.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min52c7.js	(from https://requid.com/)
15:16:28	9237/9237	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Sep%202019%2007:52:24%20GMT	https://requid.com/wp-content/plugins/js_composer/assets/lib/vc_waypoints/vc-waypoints.min.js?ver=6.0.5	C:/My%20Web%20Sites/requid/requid.com/wp-content/plugins/js_composer/assets/lib/vc_waypoints/vc-waypoints.min52c7.js	(from https://requid.com/)
15:16:30	40858/40858	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/js/isotope.min.js?ver=5.2.7	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/js/isotope.min6e7a.js	(from https://requid.com/)
15:16:30	19184/19184	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/fonts/thegem-icons.eot	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/fonts/thegem-icons.eot	(from https://requid.com/wp-content/themes/thegem/style.css?ver=5.2.7)
15:16:31	19184/19184	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/fonts/thegem-icons.eot?	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/fonts/thegem-iconsd41d.eot	(from https://requid.com/wp-content/themes/thegem/style.css?ver=5.2.7)
15:16:31	19076/19076	---M--	200	added ('OK')	font/woff	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/fonts/thegem-icons.woff	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/fonts/thegem-icons.woff	(from https://requid.com/wp-content/themes/thegem/style.css?ver=5.2.7)
15:16:32	19000/19000	---MCZ	200	added ('OK')	font/ttf	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/fonts/thegem-icons.ttf	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/fonts/thegem-icons.ttf	(from https://requid.com/wp-content/themes/thegem/style.css?ver=5.2.7)
15:16:33	60074/60074	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/fonts/thegem-icons.svg	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/fonts/thegem-icons.svg	(from https://requid.com/wp-content/themes/thegem/style.css?ver=5.2.7)
15:16:34	32932/32932	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/fonts/thegem-socials.eot	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/fonts/thegem-socials.eot	(from https://requid.com/wp-content/themes/thegem/style.css?ver=5.2.7)
15:16:35	32932/32932	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/fonts/thegem-socials.eot?	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/fonts/thegem-socialsd41d.eot	(from https://requid.com/wp-content/themes/thegem/style.css?ver=5.2.7)
15:16:36	32740/32740	---MCZ	200	added ('OK')	font/ttf	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/fonts/thegem-socials.ttf	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/fonts/thegem-socials.ttf	(from https://requid.com/wp-content/themes/thegem/style.css?ver=5.2.7)
15:16:36	32816/32816	---M--	200	added ('OK')	font/woff	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/fonts/thegem-socials.woff	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/fonts/thegem-socials.woff	(from https://requid.com/wp-content/themes/thegem/style.css?ver=5.2.7)
15:16:38	98136/98136	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/fonts/thegem-socials.svg	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/fonts/thegem-socials.svg	(from https://requid.com/wp-content/themes/thegem/style.css?ver=5.2.7)
15:16:38	249/249	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/css/grayscale.svg	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/css/grayscale.svg	(from https://requid.com/wp-content/themes/thegem/style.css?ver=5.2.7)
15:16:40	12796/12796	---M--	200	added ('OK')	image/gif	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/images/preloader-1.gif	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/images/preloader-1.gif	(from https://requid.com/wp-content/themes/thegem/style.css?ver=5.2.7)
15:16:40	11239/11239	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/css/circle.svg	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/css/circle.svg	(from https://requid.com/wp-content/themes/thegem/style.css?ver=5.2.7)
15:16:41	494/494	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202019%2013:26:45%20GMT	https://requid.com/wp-content/themes/thegem/images/map-locker.png	C:/My%20Web%20Sites/requid/requid.com/wp-content/themes/thegem/images/map-locker.png	(from https://requid.com/wp-content/themes/thegem/style.css?ver=5.2.7)
